type,name,lat,lon,iata_code
large_airport,Dallas Fort Worth International Airport,32.897,-97.038,DFW
small_airport,Douglas Municipal Airport,31.343,-109.506,DGL
small_airport,Dahlgren Naval Surface Warfare Center Airport,38.333,-77.037,DGN
small_airport,Converse County Airport,42.797,-105.386,DGW
seaplane_base,Deer Harbor SPB,48.617,-123.003,DHB
medium_airport,Dothan Regional Airport,31.321,-85.450,DHN
medium_airport,Dalhart Municipal Airport,36.023,-102.547,DHT
medium_airport,Dickinson Theodore Roosevelt Regional Airport,46.797,-102.802,DIK
small_airport,Delta Junction Airport,64.050,-145.717,DJN
small_airport,Chautauqua County-Dunkirk Airport,42.493,-79.272,DKK
large_airport,Laughlin Air Force Base,29.360,-100.778,DLF
medium_airport,Dillingham Airport,59.045,-158.505,DLG
large_airport,Duluth International Airport,46.842,-92.194,DLH
small_airport,Dillon County Airport,34.449,-79.369,DLL
small_airport,Dillon Airport,45.255,-112.553,DLN
medium_airport,Columbia Gorge Regional the Dalles Municipal Airport,45.618,-121.167,DLS
medium_airport,Davis Monthan Air Force Base,32.167,-110.883,DMA
medium_airport,Deming Municipal Airport,32.262,-107.721,DMN
small_airport,Sedalia Memorial Airport,38.707,-93.176,DMO
medium_airport,Daniel Field,33.466,-82.039,DNL
small_airport,Dalton Municipal Airport,34.723,-84.870,DNN
small_airport,Denison Municipal Airport,41.986,-95.381,DNS
small_airport,Vermilion Regional Airport,40.199,-87.596,DNV
large_airport,Dover Air Force Base,39.130,-75.466,DOV
medium_airport,Dupage Airport,41.908,-88.249,DPA
small_airport,Michael AAF (Dugway Proving Ground) Airport,40.199,-112.937,DPG
closed,Deer Park Airport,40.760,-73.310,DPK
small_airport,Alpine Airstrip,70.344,-150.945,DQH
medium_airport,Desert Rock Airport,36.619,-116.033,DRA
small_airport,Drummond Island Airport,46.009,-83.744,DRE
small_airport,Drift River Airport,60.589,-152.162,DRF
medium_airport,Deering Airport,66.070,-162.766,DRG
medium_airport,Beauregard Regional Airport,30.832,-93.340,DRI
small_airport,Durango La Plata County Airport,37.152,-107.754,DRO
medium_airport,Del Rio International Airport,29.374,-100.927,DRT
small_airport,Drummond Airport,46.621,-113.205,DRU
small_airport,Destin Executive Airport,30.400,-86.471,DSI
large_airport,Des Moines International Airport,41.534,-93.663,DSM
small_airport,Dansville Municipal Airport,42.571,-77.713,DSV
small_airport,Delta Municipal Airport,39.381,-112.508,DTA
small_airport,Furnace Creek Airport,36.464,-116.881,DTH
small_airport,Detroit Lakes Airport - Wething Field,46.825,-95.886,DTL
small_airport,Shreveport Downtown Airport,32.540,-93.745,DTN
small_airport,Decatur Shores Airport,48.500,-122.814,DTR
large_airport,Detroit Metropolitan Wayne County Airport,42.212,-83.353,DTW
small_airport,Eaker Field,33.942,-96.395,DUA
small_airport,Halliburton Field,34.471,-97.960,DUC
small_airport,Pine Island Airport,36.254,-75.788,DUF
medium_airport,Bisbee Douglas International Airport,31.469,-109.604,DUG
medium_airport,DuBois Regional Airport,41.178,-78.899,DUJ
medium_airport,Unalaska Airport,53.900,-166.544,DUT
small_airport,Devils Lake Regional Airport,48.114,-98.909,DVL
small_airport,Davenport Municipal Airport,41.610,-90.588,DVN
small_airport,Phoenix Deer Valley Airport,33.688,-112.083,DVT
closed,Wright Field,39.780,-84.104,DWF
small_airport,David Wayne Hooks Memorial Airport,30.062,-95.553,DWH
closed,Downtown Airpark,35.449,-97.533,DWN
closed,Lake Buena Vista STOLport,28.399,-81.571,DWS
small_airport,Bruce Campbell Field,32.439,-90.103,DXE
small_airport,Danbury Municipal Airport,41.371,-73.482,DXR
small_airport,Doylestown Airport,40.333,-75.122,DYL
large_airport,Dyess Air Force Base,32.421,-99.855,DYS
small_airport,Eagle Airport,64.776,-141.151,EAA
small_airport,Phifer Airfield,42.056,-104.929,EAN
small_airport,Kearney Regional Airport,40.727,-99.007,EAR
medium_airport,Pangborn Memorial Airport,47.399,-120.207,EAT
medium_airport,Chippewa Valley Regional Airport,44.866,-91.484,EAU
small_airport,Webster City Municipal Airport,42.437,-93.869,EBS
small_airport,Iosco County Airport,44.313,-83.422,ECA
medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,36.261,-76.175,ECG
medium_airport,Northwest Florida Beaches International Airport,30.357,-85.795,ECP
small_airport,Mondell Field,43.885,-104.318,ECS
seaplane_base,Edna Bay Seaplane Base,55.950,-133.661,EDA
small_airport,Northeastern Regional Airport,36.028,-76.567,EDE
medium_airport,Elmendorf Air Force Base,61.251,-149.807,EDF
small_airport,Captain Jack Thomas El Dorado Airport,37.774,-96.818,EDK
large_airport,Edwards Air Force Base,34.905,-117.884,EDW
medium_airport,Needles Airport,34.766,-114.623,EED
small_airport,Eek Airport,60.214,-162.044,EEK
medium_airport,Dillant Hopkins Airport,42.898,-72.271,EEN
medium_airport,Ellington Airport,29.607,-95.159,EFD
small_airport,Newport State Airport,44.889,-72.229,EFK
small_airport,Jefferson Municipal Airport,42.010,-94.343,EFW
medium_airport,Eagle County Regional Airport,39.643,-106.918,EGE
medium_airport,Duke Field,30.650,-86.523,EGI
small_airport,Maverick County Memorial International Airport,28.857,-100.512,EGP
small_airport,Eagle River Union Airport,45.932,-89.268,EGV
medium_airport,Egegik Airport,58.186,-157.375,EGX
medium_airport,Cape Newenham LRRS Airport,58.646,-162.063,EHM
heliport,Rentschler Heliport,41.752,-72.625,EHT
medium_airport,Eielson Air Force Base,64.666,-147.102,EIL
medium_airport,Murray Field,40.803,-124.113,EKA
small_airport,Elkhart Municipal Airport,41.719,-86.003,EKI
medium_airport,Elkins-Randolph Co-Jennings Randolph Field,38.889,-79.857,EKN
medium_airport,Elko Regional Airport,40.825,-115.792,EKO
small_airport,Addington Field,37.686,-85.925,EKX
small_airport,Eagle Lake Airport,29.601,-96.322,ELA
medium_airport,South Arkansas Regional At Goodwin Field,33.221,-92.813,ELD
small_airport,Elim Airport,64.615,-162.272,ELI
small_airport,Elk City Regional Business Airport,35.431,-99.394,ELK
medium_airport,Elmira Corning Regional Airport,42.160,-76.892,ELM
small_airport,Bowers Field,47.033,-120.531,ELN
medium_airport,El Paso International Airport,31.807,-106.378,ELP
seaplane_base,Elfin Cove Seaplane Base,58.195,-136.347,ELV
seaplane_base,Ellamar Seaplane Base,60.894,-146.704,ELW
medium_airport,Ely Airport Yelland Field,39.300,-114.842,ELY
small_airport,"Wellsville Municipal Arpt,Tarantine Field",42.110,-77.990,ELZ
medium_airport,Emmonak Airport,62.786,-164.491,EMK
small_airport,Kemmerer Municipal Airport,41.824,-110.557,EMM
small_airport,Emporia Municipal Airport,38.332,-96.191,EMP
small_airport,El Monte Airport,34.086,-118.035,EMT
medium_airport,Kenai Municipal Airport,60.573,-151.245,ENA
large_airport,Vance Air Force Base,36.339,-97.916,END
small_airport,Centralia Municipal Airport,38.515,-89.091,ENL
medium_airport,Nenana Municipal Airport,64.547,-149.074,ENN
medium_airport,Wendover Airport,40.719,-114.031,ENV
medium_airport,Kenosha Regional Airport,42.596,-87.928,ENW
small_airport,Keokuk Municipal Airport,40.460,-91.428,EOK
small_airport,Browns Airport,40.868,-96.110,EPG
small_airport,Ephrata Municipal Airport,47.308,-119.516,EPH
large_airport,Erie International Tom Ridge Field,42.083,-80.174,ERI
small_airport,Errol Airport,44.792,-71.164,ERR
small_airport,Kerrville Municipal Louis Schreiner Field,29.977,-99.086,ERV
small_airport,Delta County Airport,45.723,-87.094,ESC
small_airport,Orcas Island Airport,48.708,-122.910,ESD
medium_airport,Esler Regional Airport,31.395,-92.296,ESF
small_airport,Easton Newnam Field,38.804,-76.069,ESN
small_airport,Ohkay Owingeh Airport,36.030,-106.046,ESO
small_airport,Stroudsburg Pocono Airport,41.036,-75.161,ESP
closed,Birchwood-Pocono Airport,41.064,-75.252,ESP
small_airport,Estherville Municipal Airport,43.407,-94.746,EST
small_airport,Easton State Airport,47.254,-121.186,ESW
small_airport,West Bend Municipal Airport,43.422,-88.128,ETB
small_airport,Eastland Municipal Airport,32.414,-98.810,ETN
small_airport,Enterprise Municipal Airport,31.300,-85.900,ETS
small_airport,Eureka Airport,39.604,-116.005,EUE
small_airport,Weedon Field,31.951,-85.129,EUF
medium_airport,Mahlon Sweet Field,44.125,-123.212,EUG
closed,Ben Bruce Memorial Airpark,30.321,-94.074,EVA
small_airport,Eveleth Virginia Municipal Airport,47.425,-92.498,EVM
medium_airport,Evansville Regional Airport,38.037,-87.532,EVV
medium_airport,Evanston-Uinta County Airport-Burns Field,41.275,-111.035,EVW
medium_airport,New Bedford Regional Airport,41.676,-70.957,EWB
small_airport,Newton City-County Airport,38.058,-97.274,EWK
medium_airport,Coastal Carolina Regional Airport,35.073,-77.043,EWN
large_airport,Newark Liberty International Airport,40.693,-74.169,EWR
seaplane_base,Excursion Inlet Seaplane Base,58.421,-135.449,EXI
small_airport,Yerington Municipal Airport,39.004,-119.158,EYR
medium_airport,Key West International Airport,24.556,-81.760,EYW
medium_airport,Felker Army Air Field,37.132,-76.609,FAF
large_airport,Fairbanks International Airport,64.815,-147.856,FAI
seaplane_base,False Island Seaplane Base,57.532,-135.213,FAK
closed,Falcon State Airport,26.586,-99.140,FAL
small_airport,Farmington Regional Airport,37.761,-90.429,FAM
medium_airport,Hector International Airport,46.921,-96.816,FAR
medium_airport,Fresno Yosemite International Airport,36.776,-119.718,FAT
medium_airport,Fayetteville Regional Grannis Field,34.991,-78.880,FAY
medium_airport,Simmons Army Air Field,35.132,-78.937,FBG
medium_airport,Ladd AAF Airfield,64.838,-147.614,FBK
small_airport,Faribault Municipal Airport,44.325,-93.311,FBL
small_airport,Fort Bridger Airport,41.392,-110.407,FBR
seaplane_base,Friday Harbor Seaplane Base,48.537,-123.010,FBS
small_airport,Fairbury Municipal Airport,40.183,-97.169,FBY
medium_airport,Glacier Park International Airport,48.311,-114.256,FCA
small_airport,Fresno Chandler Executive Airport,36.732,-119.820,FCH
small_airport,Flying Cloud Airport,44.827,-93.457,FCM
medium_airport,Butts AAF (Fort Carson) Air Field,38.678,-104.757,FCS
heliport,Vagabond Army Heliport,46.667,-120.454,FCT
small_airport,Forrest City Municipal Airport,34.942,-90.775,FCY
small_airport,Frederick Municipal Airport,39.418,-77.374,FDK
small_airport,Frederick Regional Airport,34.352,-98.984,FDR
medium_airport,Findlay Airport,41.014,-83.669,FDY
small_airport,Albertus Airport,42.246,-89.582,FEP
small_airport,Fremont Municipal Airport,41.449,-96.520,FET
heliport,Francis E Warren Air Force Base,41.133,-104.867,FEW
small_airport,First Flight Airport,36.018,-75.671,FFA
small_airport,Fairfield Municipal Airport,41.053,-91.979,FFL
small_airport,Fergus Falls Municipal Airport - Einar Mickelson Field,46.284,-96.157,FFM
large_airport,Wright-Patterson Air Force Base,39.826,-84.048,FFO
small_airport,Capital City Airport,38.182,-84.905,FFT
medium_airport,Sierra Vista Municipal Libby Army Air Field,31.588,-110.344,FHU
small_airport,Elizabeth Field,41.251,-72.032,FID
small_airport,Fillmore Municipal Airport,38.958,-112.363,FIL
heliport,Five Finger CG Heliport,57.270,-133.631,FIV
medium_airport,Venango Regional Airport,41.378,-79.860,FKL
small_airport,Franklin Municipal-John Beverly Rose Airport,36.698,-76.904,FKN
small_airport,Fond du Lac County Airport,43.771,-88.488,FLD
closed,Fort Lee Army Airfield,37.284,-77.345,FLE
medium_airport,Flagstaff Pulliam Airport,35.139,-111.671,FLG
large_airport,Fort Lauderdale Hollywood International Airport,26.073,-80.153,FLL
medium_airport,Florence Regional Airport,34.185,-79.724,FLO
small_airport,Marion County Regional Airport,36.291,-92.590,FLP
small_airport,Flat Airport,62.453,-157.989,FLT
closed,Flushing Airport,40.779,-73.833,FLU
small_airport,Sherman Army Air Field,39.368,-94.915,FLV
small_airport,Fallon Municipal Airport,39.499,-118.749,FLX
small_airport,Five Mile Airport,65.927,-149.840,FMC
medium_airport,Tipton Airport,39.085,-76.759,FME
small_airport,Cape Cod Coast Guard Air Station,41.658,-70.521,FMH
medium_airport,Four Corners Regional Airport,36.741,-108.230,FMN
small_airport,Fort Madison Municipal Airport,40.659,-91.327,FMS
small_airport,Florence Municipal Airport,43.983,-124.111,FMU
medium_airport,Page Field,26.587,-81.863,FMY
small_airport,Fort Collins Loveland Municipal Airport,40.452,-105.011,FNL
seaplane_base,Funter Bay Seaplane Base,58.254,-134.898,FNR
medium_airport,Bishop International Airport,42.965,-83.744,FNT
small_airport,Fort Bragg Airport,39.474,-123.796,FOB
medium_airport,Fort Dodge Regional Airport,42.551,-94.193,FOD
medium_airport,Topeka Regional Airport - Forbes Field,38.951,-95.664,FOE
small_airport,Francis S Gabreski Airport,40.844,-72.632,FOK
closed,Fort Gillem Heliport,33.615,-84.346,FOP
medium_airport,St Lucie County International Airport,27.495,-80.368,FPR
small_airport,Perry-Foley Airport,30.069,-83.581,FPY
small_airport,Friday Harbor Airport,48.522,-123.024,FRD
medium_airport,Republic Airport,40.729,-73.413,FRG
small_airport,French Lick Municipal Airport,38.506,-86.637,FRH
medium_airport,Marshall Army Air Field,39.055,-96.765,FRI
small_airport,Fairmont Municipal Airport,43.644,-94.416,FRM
heliport,Bryant Army Heliport,61.266,-149.653,FRN
small_airport,Front Royal Warren County Airport,38.917,-78.254,FRR
small_airport,Eastern Slopes Regional Airport,43.991,-70.948,FRY
medium_airport,Joe Foss Field Airport,43.582,-96.742,FSD
medium_airport,Henry Post Army Air Field (Fort Sill),34.650,-98.402,FSI
small_airport,Fort Scott Municipal Airport,37.798,-94.769,FSK
large_airport,Fort Smith Regional Airport,35.337,-94.367,FSM
closed,Haley Army Airfield,42.221,-87.817,FSN
medium_airport,Fort Stockton Pecos County Airport,30.916,-102.916,FST
small_airport,Fort Sumner Municipal Airport,34.483,-104.217,FSU
medium_airport,Godman Army Air Field,37.907,-85.972,FTK
large_airport,Fort Worth Meacham International Airport,32.820,-97.362,FTW
medium_airport,Fulton County Airport Brown Field,33.779,-84.521,FTY
small_airport,Fullerton Municipal Airport,33.872,-117.980,FUL
large_airport,Fort Wayne International Airport,40.979,-85.195,FWA
medium_airport,NAS Fort Worth JRB/Carswell Field,32.769,-97.441,FWH
small_airport,Farewell Airport,62.507,-153.894,FWL
medium_airport,Fort Lauderdale Executive Airport,26.197,-80.171,FXE
small_airport,Flaxman Island Airstrip,70.190,-146.021,FXM
small_airport,Forest City Municipal Airport,43.235,-93.624,FXY
small_airport,Fayetteville Municipal Airport,35.060,-86.564,FYM
medium_airport,Fort Yukon Airport,66.572,-145.250,FYU
medium_airport,Drake Field,36.005,-94.170,FYV
small_airport,Gabbs Airport,38.924,-117.959,GAB
small_airport,Northeast Alabama Regional Airport,33.973,-86.089,GAD
small_airport,Gage Airport,36.296,-99.776,GAG
small_airport,Montgomery County Airpark,39.168,-77.166,GAI
medium_airport,Edward G. Pitka Sr Airport,64.736,-156.937,GAL
medium_airport,Gambell Airport,63.767,-171.733,GAM
small_airport,Great Bend Municipal Airport,38.344,-98.859,GBD
small_airport,Galesburg Municipal Airport,40.938,-90.431,GBG
small_airport,Galbraith Lake Airport,68.480,-149.490,GBH
small_airport,Walter J. Koladza Airport,42.184,-73.403,GBR
medium_airport,Gillette Campbell County Airport,44.349,-105.539,GCC
small_airport,Grand Coulee Dam Airport,47.922,-119.083,GCD
medium_airport,Garden City Regional Airport,37.928,-100.724,GCK
medium_airport,Grand Canyon National Park Airport,35.952,-112.147,GCN
small_airport,Grand Canyon West Airport,35.990,-113.816,GCW
small_airport,Greeneville-Greene County Municipal Airport,36.193,-82.815,GCY
small_airport,Donaldson Center Airport,34.758,-82.376,GDC
seaplane_base,Golden Horn Lodge Seaplane Base,59.747,-158.875,GDH
small_airport,Gardner Municipal Airport,42.550,-72.016,GDM
medium_airport,Dawson Community Airport,47.139,-104.807,GDV
small_airport,Gladwin Zettel Memorial Airport,43.971,-84.475,GDW
small_airport,Sussex County Airport,38.689,-75.359,GED
large_airport,Spokane International Airport,47.620,-117.534,GEG
small_airport,South Big Horn County Airport,44.517,-108.083,GEY
heliport,Malmstrom Air Force Base,47.505,-111.187,GFA
small_airport,Pope Field,39.790,-85.736,GFD
medium_airport,Grand Forks International Airport,47.949,-97.176,GFK
medium_airport,Floyd Bennett Memorial Airport,43.341,-73.610,GFL
small_airport,Georgetown County Airport,33.312,-79.320,GGE
medium_airport,East Texas Regional Airport,32.384,-94.712,GGG
medium_airport,Wokal Field Glasgow International Airport,48.213,-106.615,GGW
small_airport,Centerville Municipal Airport,35.837,-87.445,GHM
small_airport,Winter Haven Municipal Airport - Gilbert Field,28.063,-81.753,GIF
medium_airport,Grand Junction Regional Airport,39.122,-108.527,GJT
medium_airport,Gulkana Airport,62.155,-145.457,GKN
small_airport,Gatlinburg-Pigeon Forge Airport,35.858,-83.529,GKT
small_airport,San Carlos Apache Airport,33.353,-110.667,GLB
medium_airport,Renner Field-Goodland Municipal Airport,39.371,-101.699,GLD
small_airport,Gainesville Municipal Airport,33.651,-97.197,GLE
medium_airport,Mid Delta Regional Airport,33.483,-90.986,GLH
small_airport,Gaylord Regional Airport,45.014,-84.704,GLR
medium_airport,Scholes International At Galveston Airport,29.265,-94.860,GLS
small_airport,Golovin Airport,64.550,-163.007,GLV
small_airport,Glasgow Municipal Airport,37.032,-85.954,GLW
small_airport,Granite Mountain Air Station,65.402,-161.281,GMT
medium_airport,Greenville Downtown Airport,34.848,-82.350,GMU
small_airport,Monument Valley Airport,37.017,-110.201,GMV
small_airport,Gansner Field,39.944,-120.945,GNF
small_airport,Gooding Municipal Airport,42.917,-114.765,GNG
small_airport,Grants-Milan Municipal Airport,35.167,-107.902,GNT
small_airport,Goodnews Airport,59.117,-161.577,GNU
medium_airport,Gainesville Regional Airport,29.690,-82.272,GNV
small_airport,Guthrie-Edmond Regional Airport,35.850,-97.416,GOK
small_airport,Gold Beach Municipal Airport,42.413,-124.424,GOL
medium_airport,Groton New London Airport,41.330,-72.045,GON
large_airport,Gulfport Biloxi International Airport,30.407,-89.070,GPT
small_airport,Grand Rapids Itasca Co-Gordon Newstrom field,47.211,-93.510,GPZ
small_airport,Galion Municipal Airport,40.753,-82.724,GQQ
large_airport,Austin Straubel International Airport,44.485,-88.130,GRB
small_airport,Greenwood County Airport,34.249,-82.159,GRD
small_airport,Greenville Airport,38.836,-89.378,GRE
medium_airport,Gray Army Air Field,47.079,-122.581,GRF
medium_airport,Central Nebraska Regional Airport,40.967,-98.310,GRI
medium_airport,Robert Gray  Army Air Field Airport,31.067,-97.829,GRK
small_airport,Grand Marais Cook County Airport,47.838,-90.383,GRM
small_airport,Gordon Municipal Airport,42.806,-102.175,GRN
medium_airport,Gerald R. Ford International Airport,42.881,-85.523,GRR
large_airport,Seymour Johnson Air Force Base,35.339,-77.961,GSB
small_airport,Goshen Municipal Airport,41.526,-85.793,GSH
large_airport,Piedmont Triad International Airport,36.098,-79.937,GSO
large_airport,Greenville Spartanburg International Airport,34.896,-82.219,GSP
medium_airport,Gustavus Airport,58.425,-135.707,GST
closed,Greater Southwest International Airport-Amon Carter Field,32.831,-97.049,GSW
medium_airport,Great Falls International Airport,47.482,-111.371,GTF
small_airport,Grantsburg Municipal Airport,45.798,-92.664,GTG
small_airport,Grants Pass Airport,42.510,-123.388,GTP
medium_airport,Golden Triangle Regional Airport,33.450,-88.591,GTR
small_airport,Gettysburg Regional Airport,39.841,-77.274,GTY
small_airport,Gunnison Crested Butte Regional Airport,38.534,-106.933,GUC
small_airport,Jack Edwards Airport,30.291,-87.672,GUF
medium_airport,Gallup Municipal Airport,35.511,-108.789,GUP
large_airport,Grissom Air Reserve Base,40.648,-86.152,GUS
medium_airport,Guymon Municipal Airport,36.685,-101.508,GUY
small_airport,Gordonsville Municipal Airport,38.156,-78.166,GVE
small_airport,Lee Gilmer Memorial Airport,34.273,-83.830,GVL
small_airport,Majors Airport,33.068,-96.065,GVT
closed,Richards-Gebaur Air Force Base,38.844,-94.560,GVW
medium_airport,Greenwood–Leflore Airport,33.494,-90.085,GWO
small_airport,Glenwood Springs Municipal Airport,39.508,-107.311,GWS
small_airport,Glendale Fokker Field,39.949,-80.759,GWV
small_airport,Greeley–Weld County Airport,40.437,-104.633,GXY
small_airport,Phoenix Goodyear Airport,33.423,-112.376,GYR
medium_airport,Gary Chicago International Airport,41.616,-87.413,GYY
small_airport,Marion County Rankin Fite Airport,34.118,-87.998,HAB
heliport,Lava Falls Heliport,36.192,-113.092,HAE
small_airport,Half Moon Bay Airport,37.513,-122.501,HAF
small_airport,Three Rivers Municipal Dr Haines Airport,41.960,-85.593,HAI
small_airport,Butler Co Regional Airport - Hogan Field,39.364,-84.522,HAO
small_airport,Capital City Airport,40.217,-76.852,HAR
closed,Hatbox Field,35.746,-95.413,HAX
small_airport,Haycock Airport,65.201,-161.157,HAY
small_airport,Industrial Airpark,32.767,-103.209,HBB
medium_airport,Hattiesburg Bobby L Chain Municipal Airport,31.265,-89.253,HBG
seaplane_base,Entrance Island Seaplane Base,57.412,-133.438,HBH
small_airport,Holbrook Municipal Airport,34.941,-110.138,HBK
medium_airport,Hobart Regional Airport,34.991,-99.051,HBR
small_airport,Big Spring Mc Mahon-Wrinkle Airport,32.213,-101.522,HCA
small_airport,Columbia County Airport,42.291,-73.710,HCC
medium_airport,Holy Cross Airport,62.188,-159.775,HCR
small_airport,Cheraw Municipal Airport/Lynch Bellinger Field,34.713,-79.957,HCW
small_airport,Brewster Field,40.452,-99.337,HDE
medium_airport,Dillingham Airfield,21.580,-158.197,HDH
small_airport,Yampa Valley Airport,40.481,-107.218,HDN
small_airport,Herendeen Bay Airport,55.801,-160.899,HED
small_airport,Thompson-Robbins Airport,34.577,-90.676,HEE
small_airport,Hermiston Municipal Airport,45.828,-119.259,HES
heliport,Hanchey Army (Fort Rucker) Heliport,31.346,-85.654,HEY
small_airport,Hardy-Anders Field / Natchez-Adams County Airport,31.614,-91.297,HEZ
medium_airport,Hartford Brainard Airport,41.737,-72.649,HFD
small_airport,Mackall Army Air Field,35.036,-79.498,HFF
medium_airport,Hagerstown Regional Richard A Henson Field,39.708,-77.729,HGR
heliport,Tusi AHP (Hunter Liggett) Heliport,35.993,-121.237,HGT
small_airport,Hog River Airport,66.216,-155.669,HGZ
small_airport,Hilton Head Airport,32.224,-80.698,HHH
medium_airport,Wheeler Army Airfield,21.483,-158.040,HHI
medium_airport,Jack Northrop Field Hawthorne Municipal Airport,33.923,-118.335,HHR
large_airport,Range Regional Airport,47.387,-92.839,HIB
small_airport,Mount Washington Regional Airport,44.368,-71.545,HIE
medium_airport,Hill Air Force Base,41.124,-111.973,HIF
small_airport,Lake Havasu City Airport,34.571,-114.358,HII
medium_airport,Portland Hillsboro Airport,45.540,-122.950,HIO
small_airport,Blytheville Municipal Airport,35.940,-89.831,HKA
small_airport,Healy Lake Airport,63.996,-144.693,HKB
closed,Kaanapali Airport,20.945,-156.690,HKP
small_airport,Hawkins Field,32.334,-90.222,HKS
medium_airport,Hickory Regional Airport,35.741,-81.390,HKY
small_airport,Hillenbrand Industries Airport,39.345,-85.258,HLB
small_airport,Hill City Municipal Airport,39.379,-99.831,HLC
medium_airport,Wheeling Ohio County Airport,40.175,-80.646,HLG
small_airport,Hollister Municipal Airport,36.893,-121.410,HLI
small_airport,Park Township Airport,42.796,-86.162,HLM
medium_airport,Helena Regional Airport,46.607,-111.983,HLN
medium_airport,Hood Army Air Field,31.139,-97.715,HLR
large_airport,Holloman Air Force Base,32.853,-106.107,HMN
small_airport,Hemet Ryan Airport,33.734,-117.023,HMT
small_airport,Huntingburg Airport,38.249,-86.954,HNB
small_airport,Billy Mitchell Airport,35.233,-75.618,HNC
small_airport,Tahneta Pass Airport,61.901,-147.304,HNE
small_airport,Hoonah Airport,58.096,-135.410,HNH
large_airport,Daniel K Inouye International Airport,21.321,-157.924,HNL
medium_airport,Hana Airport,20.796,-156.014,HNM
medium_airport,Haines Airport,59.244,-135.524,HNS
medium_airport,Lea County Regional Airport,32.688,-103.217,HOB
medium_airport,Homer Airport,59.646,-151.477,HOM
medium_airport,Huron Regional Airport,44.385,-98.229,HON
medium_airport,Campbell AAF (Fort Campbell) Air Field,36.669,-87.496,HOP
small_airport,Hoppe Airspray,42.257,-92.835,HOP
medium_airport,Memorial Field,34.478,-93.096,HOT
large_airport,William P Hobby Airport,29.645,-95.279,HOU
medium_airport,Hooper Bay Airport,61.524,-166.147,HPB
medium_airport,Westchester County Airport,41.067,-73.708,HPN
small_airport,Hampton Municipal Airport,42.724,-93.226,HPT
small_airport,Princeville Airport,22.209,-159.446,HPV
small_airport,Baytown Airport,29.786,-94.953,HPY
medium_airport,Bowerman Airport,46.971,-123.937,HQM
medium_airport,Valley International Airport,26.229,-97.654,HRL
medium_airport,Boone County Airport,36.262,-93.155,HRO
small_airport,Harrisburg-Raleigh Airport,37.811,-88.550,HSB
small_airport,Henderson Executive Airport,35.973,-115.134,HSH
small_airport,Hastings Municipal Airport,40.605,-98.428,HSI
medium_airport,Huslia Airport,65.698,-156.351,HSL
small_airport,Ingalls Field,37.951,-79.834,HSP
medium_airport,Homestead ARB Airport,25.489,-80.384,HST
large_airport,Huntsville International Carl T Jones Field,34.637,-86.775,HSV
small_airport,Hawthorne Industrial Airport,38.544,-118.634,HTH
small_airport,Roscommon County - Blodgett Memorial Airport,44.360,-84.671,HTL
small_airport,East Hampton Airport,40.960,-72.252,HTO
large_airport,Tri-State/Milton J. Ferguson Field,38.367,-82.558,HTS
medium_airport,Huntsville Regional Airport,30.747,-95.587,HTV
small_airport,Lawrence County Airpark,38.419,-82.494,HTW
medium_airport,Redstone Army Air Field,34.679,-86.685,HUA
small_airport,Humboldt Municipal Airport,42.736,-94.245,HUD
medium_airport,Terre Haute International Hulman Field,39.451,-87.308,HUF
small_airport,Stan Stamper Municipal Airport,34.035,-95.542,HUJ
medium_airport,Houlton International Airport,46.123,-67.792,HUL
small_airport,Houma Terrebonne Airport,29.566,-90.660,HUM
small_airport,Hughes Airport,66.041,-154.263,HUS
medium_airport,Hutchinson Municipal Airport,38.065,-97.861,HUT
small_airport,Hanksville Airport,38.418,-110.704,HVE
medium_airport,Tweed New Haven Airport,41.264,-72.887,HVN
medium_airport,Havre City County Airport,48.543,-109.762,HVR
small_airport,Hartsville Regional Airport,34.403,-80.119,HVS
small_airport,Hayward Executive Airport,37.659,-122.122,HWD
small_airport,North Perry Airport,26.001,-80.241,HWO
medium_airport,Barnstable Municipal Boardman Polando Field,41.669,-70.280,HYA
seaplane_base,Hydaburg Seaplane Base,55.206,-132.828,HYG
seaplane_base,Hollis Clark Bay Seaplane Base,55.482,-132.646,HYL
medium_airport,Sawyer County Airport,46.025,-91.444,HYR
medium_airport,Hays Regional Airport,38.842,-99.273,HYS
small_airport,Hazleton Municipal Airport,40.987,-75.995,HZL
medium_airport,Mc Connell Air Force Base,37.622,-97.268,IAB
large_airport,Washington Dulles International Airport,38.944,-77.456,IAD
medium_airport,Niagara Falls International Airport,43.107,-78.946,IAG
large_airport,George Bush Intercontinental Houston Airport,29.984,-95.341,IAH
medium_airport,Bob Baker Memorial Airport,66.976,-160.437,IAN
small_airport,Schenck Field,40.722,-95.026,ICL
small_airport,Cascade Airport,44.494,-116.016,ICS
large_airport,Wichita Mid Continent Airport,37.650,-97.433,ICT
small_airport,Icy Bay Airport,59.969,-141.662,ICY
medium_airport,Idaho Falls Regional Airport,43.515,-112.071,IDA
small_airport,Idaho County Airport,45.943,-116.123,IDH
small_airport,Indiana County/Jimmy Stewart Fld/ Airport,40.632,-79.105,IDI
small_airport,Independence Municipal Airport,37.158,-95.778,IDP
small_airport,Iowa Falls Municipal Airport,42.471,-93.270,IFA
small_airport,Laughlin Bullhead International Airport,35.157,-114.560,IFP
small_airport,Igiugig Airport,59.324,-155.902,IGG
